company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
iceblue-marketing-&-design-ltd,https://www.linkedin.com/company/iceblue-marketing-&-design-ltd,IceBlue,iceblue.co.uk,https://iceblue.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,35,Advertising Services,Private,-,Kidderminster,England,GB,chartered accountants; accountants,-,pros-kw::chartered accountants::United Kingdom
jrw-hogg-and-thorburn-chartered-accountants,https://www.linkedin.com/company/jrw-hogg-and-thorburn-chartered-accountants,JRW Hogg & Thorburn,jrwca.com,http://www.jrwht.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,35,Accounting,PARTNERSHIP,1921,Galashiels,-,GB,payroll processing,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll::United Kingdom
oldfield-advisory,https://www.linkedin.com/company/oldfield-advisory,Oldfield Accountancy & Advisory,oldfieldadvisory.com,http://www.oldfieldadvisory.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,35,Accounting,PARTNERSHIP,1976,Coventry,England,GB,accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
pro-tax-plus-accountants,https://www.linkedin.com/company/pro-tax-plus-accountants,Pro Tax Plus Accountants,protaxplus.co.uk,https://www.protaxplus.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,35,Accounting,PRIVATELY_HELD,2010,Ipswich,Ipswich,GB,accountants; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
sas-kpo,https://www.linkedin.com/company/sas-kpo,SAS KPO Services,saskpo.co.uk,https://saskpo.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,35,Business Consulting and Services,Private,-,London,England,GB,payroll processing,-,discolike::bureau-practice; pros-ind::Business Consulting and Services::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::managed payroll::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
sterling-accounting-solutions-ltd,https://www.linkedin.com/company/sterling-accounting-solutions-ltd,Sterling Accounting Solutions,sas-accountants.com,http://www.sas-accountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,35,Accounting,PRIVATELY_HELD,2015,Kings Langley,Hertfordshire,GB,chartered accountants; accountants; accountancy; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
accutax,https://www.linkedin.com/company/accutax,Accutax,-,https://accu-tax.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,34,Accounting,Private,-,Oldham,England,GB,payroll services,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
animo-associates,https://www.linkedin.com/company/animo-associates,Animo Associates,animoassociates.com,https://animoassociates.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Financial Services,Private,-,London,England,GB,accountants; accountancy; accountancy services,-,pros-ind::Financial Services::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom
attwoods,https://www.linkedin.com/company/attwoods,Attwoods Accountants,attwoods.co.uk,https://www.attwoods.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,34,Accounting,Privately Held,1999,Worcestershire,-,GB,payroll services,-,aiark-lookalike; kw::payroll services::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
bca-tax-business-consultants,https://www.linkedin.com/company/bca-tax-business-consultants,BCA Tax & Business Consultants,bca.ie,https://www.linkedin.com/company/bca-tax-business-consultants/services/request-proposal,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Partnership,1976,Tullamore,Offaly,IE,chartered accountants; accountants,-,aiark-lookalike; ind::Accounting::IE; pros-ind::Accounting::Ireland; pros-kw::auto enrolment::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::chartered accountants::Ireland; pros-kw::outsourced payroll::Ireland; pros-kw::payroll services::Ireland; pros-kw::payroll::Ireland
brearley-&-co-accountants,https://www.linkedin.com/company/brearley-&-co-accountants,Brearley & Co Accountants,brearleyandco.co.uk,http://www.brearleyandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PRIVATELY_HELD,1984,Mexborough,South Yorkshire,GB,accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
chartered-certified-accountants,https://www.linkedin.com/company/chartered-certified-accountants,Chartered Certified Accountants,-,https://mrshah-accountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Private,-,Swindon,England,GB,accountants; chartered certified,-,pros-ind::Accounting::United Kingdom
derbyshire-&-co,https://www.linkedin.com/company/derbyshire-&-co,Derbyshire & Co,derbyshireandco.co.uk,https://derbyshireandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Private,-,Wigan,England,GB,accountants; bookkeeping; chartered certified,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
foxley-kingham,https://www.linkedin.com/company/foxley-kingham,Foxley Kingham,fkca.co.uk,https://www.fkca.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Privately Held,1968,Luton,Bedfordshire,GB,accountancy practice; accountancy,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom
james-todd-&-co-accountants,https://www.linkedin.com/company/james-todd-&-co-accountants,James Todd & Co Limited,jamestoddandco.co.uk,https://www.jamestoddandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Sole Proprietorship,1991,Chichester,England,GB,accountants; accountancy; bookkeeping; accountancy firm; accountancy services,-,aiark-lookalike; kw::payroll services::GB; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
jayvaglobal,https://www.linkedin.com/company/jayvaglobal,Jayva Global,jayvaglobal.com,https://jayvaglobal.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Business Consulting and Services,Private,-,Manchester,England,GB,accountants,-,pros-ind::Business Consulting and Services::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom
jones-hunt-&-company,https://www.linkedin.com/company/jones-hunt-&-company,Jones Hunt Keelings,keelingsjoneshunt.co.uk,http://www.jhk.uk.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PRIVATELY_HELD,1997,Hitchin,Hertfordshire,GB,accountants; chartered certified; tax advisers,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
kingswood-chartered-accountants,https://www.linkedin.com/company/kingswood-chartered-accountants,Kingswood Chartered Accountants,kingswood-allotts.co.uk,http://www.kingswood.org.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PRIVATELY_HELD,1927,Doncaster,South Yorkshire,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
leathers-llp,https://www.linkedin.com/company/leathers-llp,Leathers,weareleathers.com,https://www.weareleathers.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PARTNERSHIP,1990,Newcastle Upon Tyne,England,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
mmg-archbold,https://www.linkedin.com/company/mmg-archbold,MMG Chartered Accountants,mmgca.co.uk,http://www.mmgca.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,34,Accounting,PARTNERSHIP,1926,Dundee,-,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
psb-accountants-limited,https://www.linkedin.com/company/psb-accountants-limited,PSB Accountants Limited,p-s-b.co.uk,https://www.p-s-b.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Privately Held,-,London,England,GB,accountants; bookkeeping,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
parsonsaccountants,https://www.linkedin.com/company/parsonsaccountants,Parsons Chartered Accountants,parsons.co.uk,https://parsons.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,Private,-,-,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll::United Kingdom
pennybooks,https://www.linkedin.com/company/pennybooks,PennyBooks Limited,pennybooks.io,https://pennybooks.io,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,34,Accounting,Privately Held,2018,London,England,GB,payroll services,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom; unknown
sfb-group,https://www.linkedin.com/company/sfb-group,SFB group,sfb.group,http://www.sfb.group,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PRIVATELY_HELD,1955,Nuneaton,Warwickshire,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
thomas-&-young-llp,https://www.linkedin.com/company/thomas-&-young-llp,Thomas & Young Ltd,thomasandyoung.co.uk,http://www.thomasandyoung.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,34,Accounting,PRIVATELY_HELD,1982,Solihull,West Midlands,GB,accountancy; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
accountancycloud,https://www.linkedin.com/company/accountancycloud,Accountancy Cloud,accountancycloud.com,https://accountancycloud.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,Private,-,London,England,GB,accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
aston-pearl-accountants,https://www.linkedin.com/company/aston-pearl-accountants,Aston Pearl Accountants,-,https://astonpearlaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Financial Services,Private,-,Croydon,England,GB,accountants; tax advisers,-,pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
bulley-davey,https://www.linkedin.com/company/bulley-davey,Bulley Davey,bulleydavey.co.uk,https://www.bulleydavey.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,51-200,33,Accounting,Partnership,1935,Peterborough,Cambridgeshire,GB,payroll services,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
glxaccountants,https://www.linkedin.com/company/glxaccountants,GLX,glx.co.uk,http://www.glx.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,PRIVATELY_HELD,2005,Norwich,England,GB,chartered accountants; accountants; accountancy; bookkeeping; accountancy firm; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
accountants-congleton-cheshire,https://www.linkedin.com/company/accountants-congleton-cheshire,Hammond McNulty,h-m.co.uk,https://h-m.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,Private,-,Congleton,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
hartleyfowler,https://www.linkedin.com/company/hartleyfowler,Hartley Fowler LLP,hartleyfowler.com,http://www.hartleyfowler.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,PARTNERSHIP,-,Wimbledon,London,GB,chartered accountants; accountants; accountancy; accounting services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
lees-accountants,https://www.linkedin.com/company/lees-accountants,LEES Accountants,leeaccountants.co.uk,http://www.leeaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,PRIVATELY_HELD,1925,Norwich,Norfolk,GB,accountants; chartered certified,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
mytsoftware,https://www.linkedin.com/company/mytsoftware,MYT,getmyt.com,https://www.mytsoftware.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,PRIVATELY_HELD,2018,Croydon,Surrey,GB,accountants; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
northern-accountants-ltd,https://www.linkedin.com/company/northern-accountants-ltd,Northern Accountants Ltd,northernaccountants.co.uk,https://www.northernaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,Sole Proprietorship,2008,Leeds,West Yorkshire,GB,accountants; accountancy; accountancy firm,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom
sg-accounting,https://www.linkedin.com/company/sg-accounting,SG Accounting,sg-accounting.co.uk,https://sg-accounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,33,Accounting,Private,-,Ferndown,England,GB,accountancy; accounting services,-,discolike::umbrella-contractor; pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::umbrella company::United Kingdom
zain-associates,https://www.linkedin.com/company/zain-associates,Zain Associates,zain.com,https://zainassociates.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,33,Individual and Family Services,Private,-,Hayes,England,GB,payroll services,-,pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
