company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
iFour Technolab Pvt. Ltd.,https://www.linkedin.com/company/ifourtechnolab,ifourtechnolab.com,IT Services and IT Consulting,Privately Held,51-200,172,2013,Brownsburg,Indiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Envoy,https://www.linkedin.com/company/envoy-inc,envoy.com,Software Development,Privately Held,201-500,464,2013,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Notable,https://www.linkedin.com/company/notablehealth,notablehealth.com,Software Development,Privately Held,201-500,241,2017,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Marketbridge,https://www.linkedin.com/company/marketbridge,marketbridge.com,Marketing Services,Privately Held,201-500,377,1991,Bethesda,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
fuseproject,https://www.linkedin.com/company/fuseproject,fuseproject.com,Design,Privately Held,51-200,39,1999,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Digbi Health,https://www.linkedin.com/company/digbihealth,digbihealth.com,Hospitals and Health Care,Privately Held,51-200,91,2018,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Welldoc,https://www.linkedin.com/company/welldoc-inc,welldoc.com,Hospitals and Health Care,Privately Held,51-200,428,2005,Columbia,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
able.digital,https://www.linkedin.com/company/able-digital-us,able.digital,Advertising Services,Privately Held,51-200,22,2008,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Core AI Consulting Inc,https://www.linkedin.com/company/core-ai-consulting,coreaiconsulting.com,IT Services and IT Consulting,Partnership,51-200,22,-,Scottsdale,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NextPhase.ai,https://www.linkedin.com/company/nextphaseai,nextphase.ai,Professional Services,Privately Held,51-200,27,2012,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Embark Veterinary,https://www.linkedin.com/company/embark-vet,embarkvet.com,Biotechnology Research,Privately Held,51-200,89,2015,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DonorSearch,https://www.linkedin.com/company/donorsearch-net,donorsearch.net,Software Development,Privately Held,51-200,121,2007,Marriottsvile,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PIXACORE,https://www.linkedin.com/company/pixacore,pixacore.com,Advertising Services,Privately Held,51-200,106,2007,New york,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BASIC/DEPT®,https://www.linkedin.com/company/basic-agency,basicagency.com,Design Services,Privately Held,51-200,284,2010,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CHESS Health,https://www.linkedin.com/company/chess-health,chess.health,Technology; Information and Internet,Privately Held,51-200,54,2014,East Rochester,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Surest,https://www.linkedin.com/company/surest,surest.com,Insurance,Privately Held,201-500,364,2016,Minneapolis,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TigerConnect,https://www.linkedin.com/company/tigerconnect,tigerconnect.com,Hospitals and Health Care,Privately Held,201-500,304,2010,El Segundo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Canto,https://www.linkedin.com/company/canto,canto.com,Software Development,Privately Held,201-500,382,1990,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Neutrino Advisory, an Inc 5000 Company",https://www.linkedin.com/company/neutrinoadvisory,neutrinoadvisory.com,Business Consulting and Services,Privately Held,51-200,39,2016,Jersey City,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Medecision,https://www.linkedin.com/company/medecision,medecision.com,Software Development,Privately Held,201-500,233,1988,King of Prussia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iAppsData Inc.,https://www.linkedin.com/company/iappsdata-inc,iappsdata.com,IT Services and IT Consulting,Privately Held,51-200,67,2017,Jersey City,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sully.ai,https://www.linkedin.com/company/sully-ai,sully.ai,Hospitals and Health Care,Privately Held,51-200,71,2023,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Redox,https://www.linkedin.com/company/redoxengine,redoxengine.com,Hospitals and Health Care,Privately Held,51-200,188,-,Madison,Wisconsin,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Level Agency,https://www.linkedin.com/company/levelagency,level.agency,Advertising Services,Privately Held,201-500,276,2010,Pittsburgh,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mantra Health,https://www.linkedin.com/company/mantra-health,mantrahealth.com,Mental Health Care,Privately Held,51-200,144,2018,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
University of Cincinnati College of Law,https://www.linkedin.com/school/university-of-cincinnati-college-of-law,uc.edu,Higher Education,Educational Institution,51-200,165,1833,Cincinnati,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CopyPress,https://www.linkedin.com/company/copypress,copypress.com,Advertising Services,Privately Held,51-200,296,2010,Odessa,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Carta Healthcare,https://www.linkedin.com/company/cartahealthcare,carta.healthcare,Hospitals and Health Care,Privately Held,51-200,127,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
restor3d,https://www.linkedin.com/company/restor3d,restor3d.com,Medical Equipment Manufacturing,Privately Held,201-500,297,2017,Durham,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rootstrap,https://www.linkedin.com/company/rootstrap-it,rootstrap.com,Software Development,Privately Held,201-500,188,2011,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Intech Systems : Microsoft Solutions Partner,https://www.linkedin.com/company/intech-systems,intech-systems.com,Software Development,Privately Held,201-500,339,1978,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Parkar,https://www.linkedin.com/company/parkar-digital,parkar.in,IT Services and IT Consulting,Privately Held,201-500,365,2015,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Kx Advisors,https://www.linkedin.com/company/kx-advisors,kxadvisors.com,Business Consulting and Services,Privately Held,51-200,88,2019,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Talent Retriever,https://www.linkedin.com/company/talent-retriever,talentretriever.com,Staffing and Recruiting,Privately Held,51-200,35,2004,North Andover,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cactus,https://www.linkedin.com/company/cactusinc,cactusinc.com,Advertising Services,Privately Held,51-200,449,1990,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Bench Accounting by Mainstreet,https://www.linkedin.com/company/benchaccounting,bench.co,Accounting,Privately Held,201-500,319,2012,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CodaMetrix,https://www.linkedin.com/company/codametrix,codametrix.com,Technology; Information and Internet,Privately Held,51-200,110,2019,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Exo,https://www.linkedin.com/company/exoeffect,exo.inc,Medical Equipment Manufacturing,Privately Held,51-200,188,2015,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"HealthTECH Resources, Inc.",https://www.linkedin.com/company/healthtech-resources-inc-,healthtechresourcesinc.com,IT Services and IT Consulting,Educational,51-200,24,2012,Phoenix,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OmniReach,https://www.linkedin.com/company/omnireach-ai,omni-reach.com,Information Technology and Services,Privately Held,201-500,55,2019,Sheridan,Wyoming,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
mindbodygreen.com,https://www.linkedin.com/company/mindbodygreen-com,mindbodygreen.com,Health; Wellness and Fitness,Privately Held,51-200,113,2009,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Amitech - a Naviant company,https://www.linkedin.com/company/amitech-solutions,amitechsolutions.com,IT Services and IT Consulting,Privately Held,51-200,43,1999,Creve Coeur,Missouri,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Neutrino Tech Systems,https://www.linkedin.com/company/neutrinotechsystems,neutrinotechsystems.com,IT Services and IT Consulting,Privately Held,201-500,239,2018,CEDAR PARK,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Webito,https://www.linkedin.com/company/webito-ai,webitoinfotech.com,IT Services and IT Consulting,Privately Held,51-200,124,2020,Fair Lawn,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Patients & Purpose,https://www.linkedin.com/company/patientsandpurpose,patientsandpurpose.com,Advertising Services,Public Company,201-500,136,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Recuro Health,https://www.linkedin.com/company/recuro-health,recurohealth.com,Hospitals and Health Care,Privately Held,51-200,143,-,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Harbor IT,https://www.linkedin.com/company/harbor-msp,harbornetworks.com,Information Technology and Services,Privately Held,201-500,308,1995,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ATD Technology LLC full-service Staffing & Recruiting Agency,https://www.linkedin.com/company/atdtechnologyllc,atdtechnology.com,Staffing and Recruiting,Privately Held,51-200,64,2012,Lake Grove,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Eko Health,https://www.linkedin.com/company/eko-health,ekohealth.com,Medical Equipment Manufacturing,Privately Held,51-200,208,2013,Emeryville,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"The HWP Group (Health & Wellness Partners, LLC)",https://www.linkedin.com/company/healthandwellnesspartners,thehwpgroup.com,Advertising Services,Privately Held,201-500,369,2005,Upper Saddle River,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
LeanTaaS,https://www.linkedin.com/company/leantaas,leantaas.com,Software Development,Privately Held,201-500,408,2010,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CareAbout Health,https://www.linkedin.com/company/careabouthealth,careabout.com,Hospitals and Health Care,Privately Held,201-500,80,2021,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Zymr, Inc. | Software Product Engineering Services",https://www.linkedin.com/company/zymrinc,zymr.com,Services et conseil en informatique,Privately Held,201-500,201,2012,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
InheritX Solutions Pvt Ltd,https://www.linkedin.com/company/inheritx-solutions,inheritx.com,IT Services and IT Consulting,Privately Held,51-200,156,2011,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wellthy,https://www.linkedin.com/company/wellthy,wellthy.com,Hospitals and Health Care,Privately Held,201-500,323,2014,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Atlanta Technical College,https://www.linkedin.com/school/atlanta-technical-college,atlantatech.edu,Higher Education,Educational Institution,201-500,712,-,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Proscia,https://www.linkedin.com/company/proscia,proscia.com,Technology; Information and Internet,Privately Held,51-200,127,2016,Philadelphia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Shaip,https://www.linkedin.com/company/shaip,shaip.com,IT Services and IT Consulting,Privately Held,201-500,347,2021,Louisville,Kentucky,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
VMG Partners,https://www.linkedin.com/company/vmg-partners,vmgpartners.com,Venture Capital and Private Equity Principals,Privately Held,51-200,56,2005,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
The Purpose Group,https://www.linkedin.com/company/ohg-purpose-group,ohgpurposegroup.com,Advertising Services,Public Company,201-500,4,-,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Quartet Health,https://www.linkedin.com/company/quartethealth,quartethealth.com,Mental Health Care,Privately Held,201-500,146,2014,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BrightInsight,https://www.linkedin.com/company/brightinsight-inc,brightinsight.com,IT Services and IT Consulting,Privately Held,201-500,159,2017,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Axon Marketing & Communications,https://www.linkedin.com/company/axonlatam,axonlatam.com,Marketing Services,Privately Held,51-200,47,2005,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Deline Media,https://www.linkedin.com/company/delinemedia,delinemedia.com,IT Services and IT Consulting,Privately Held,201-500,244,2018,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Syra Health,https://www.linkedin.com/company/syrahealth,syrahealth.com,Hospitals and Health Care,Public Company,51-200,91,2020,Carmel,Indiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CodingCops,https://www.linkedin.com/company/codingcops,codingcops.com,Software Development,Privately Held,201-500,271,2010,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
First Health Advisory,https://www.linkedin.com/company/first-health-advisory,firsthealthadvisory.com,Hospitals and Health Care,Privately Held,51-200,93,2005,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cecelia Health,https://www.linkedin.com/company/cecelia-health,ceceliahealth.com,Hospitals and Health Care,Privately Held,51-200,471,2009,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
College of Central Florida,https://www.linkedin.com/school/college-of-central-florida,cf.edu,Higher Education,Educational Institution,201-500,937,1957,Ocala,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
